# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04829e-05 to 66.9325 h/Mpc,
# number of wavenumbers equal to 621
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       3.132803347180e-02       9.062664335611e-02      -3.679641397132e+03      -3.699677317418e+03       9.240297743599e-02      -1.153161813550e+03      -3.684132810753e+03       1.972256023699e-01       1.972256023463e-01 
       3.147486356816e-02       9.024881527745e-02      -3.698542187370e+03      -3.718802947839e+03       9.201769600966e-02      -1.153655085990e+03      -3.703134458080e+03       1.963975423802e-01       1.963975423568e-01 
       3.162210602567e-02       8.987211753795e-02      -3.717457327844e+03      -3.737943927899e+03       9.163356759379e-02      -1.154112601186e+03      -3.722151064409e+03       1.955720072122e-01       1.955720071891e-01 
       3.176977137907e-02       8.949673640146e-02      -3.736391103940e+03      -3.757103977662e+03       9.125077966779e-02      -1.154538061342e+03      -3.741186437333e+03       1.947490956945e-01       1.947490956716e-01 
       3.191787048643e-02       8.912209970936e-02      -3.755338898950e+03      -3.776278980319e+03       9.086875628232e-02      -1.154929285362e+03      -3.760236391500e+03       1.939284865738e-01       1.939284865511e-01 
       3.206641454148e-02       8.874871013259e-02      -3.774306449769e+03      -3.795474255072e+03       9.048800256980e-02      -1.155290526522e+03      -3.779306305392e+03       1.931103548092e-01       1.931103547867e-01 
       3.221541508661e-02       8.837641640489e-02      -3.793295094458e+03      -3.814691172313e+03       9.010836663998e-02      -1.155622218710e+03      -3.798397539772e+03       1.922946611814e-01       1.922946611591e-01 
       3.236488402637e-02       8.800513617018e-02      -3.812304113016e+03      -3.833929392709e+03       8.972976488282e-02      -1.155926166021e+03      -3.817509705424e+03       1.914812756279e-01       1.914812756058e-01 
       3.251483364173e-02       8.763500585433e-02      -3.831341280385e+03      -3.853196083505e+03       8.935233605295e-02      -1.156205172112e+03      -3.836650043308e+03       1.906704474542e-01       1.906704474323e-01 
       3.266527660501e-02       8.726589286728e-02      -3.850403251021e+03      -3.872488050219e+03       8.897594504440e-02      -1.156458920110e+03      -3.855815349052e+03       1.898618977811e-01       1.898618977594e-01 
       3.281622599552e-02       8.689773827063e-02      -3.869489628651e+03      -3.891805326471e+03       8.860053180035e-02      -1.156688827441e+03      -3.875005595166e+03       1.890555080342e-01       1.890555080127e-01 
       3.296769531605e-02       8.653060154737e-02      -3.888605861244e+03      -3.911152911605e+03       8.822615697090e-02      -1.156896763587e+03      -3.894225835900e+03       1.882514046971e-01       1.882514046759e-01 
       3.311969851014e-02       8.616448016804e-02      -3.907754430200e+03      -3.930533278646e+03       8.785281797630e-02      -1.157083987334e+03      -3.913478539496e+03       1.874495807150e-01       1.874495806939e-01 
       3.327224998026e-02       8.579935894373e-02      -3.926937089909e+03      -3.949948220441e+03       8.748049921780e-02      -1.157251160457e+03      -3.932765487230e+03       1.866499914403e-01       1.866499914194e-01 
       3.342536460691e-02       8.543530869202e-02      -3.946160662735e+03      -3.969404405720e+03       8.710927312918e-02      -1.157400119822e+03      -3.952093348446e+03       1.858528183220e-01       1.858528183013e-01 
       3.357905776873e-02       8.507216396915e-02      -3.965419399579e+03      -3.988896192489e+03       8.673897066476e-02      -1.157528995585e+03      -3.971456482790e+03       1.850576570357e-01       1.850576570152e-01 
       3.373334536373e-02       8.470992291942e-02      -3.984716376584e+03      -4.008427064999e+03       8.636959012040e-02      -1.157637779169e+03      -3.990858293976e+03       1.842645297868e-01       1.842645297665e-01 
       3.388824383149e-02       8.434858156881e-02      -4.004054953268e+03      -4.027999614633e+03       8.600112743451e-02      -1.157726818328e+03      -4.010301482940e+03       1.834734200097e-01       1.834734199896e-01 
       3.404377017677e-02       8.398825775611e-02      -4.023443758732e+03      -4.047622719296e+03       8.563370270295e-02      -1.157797320473e+03      -4.029794851821e+03       1.826845823220e-01       1.826845823021e-01 
       3.419994199423e-02       8.362881013936e-02      -4.042879429196e+03      -4.067293013602e+03       8.526717183683e-02      -1.157846850678e+03      -4.049335040525e+03       1.818977095252e-01       1.818977095055e-01 
       3.435677749463e-02       8.327022172704e-02      -4.062363938468e+03      -4.087012501853e+03       8.490151726341e-02      -1.157874718315e+03      -4.068924035933e+03       1.811127370772e-01       1.811127370576e-01 
       3.451429553238e-02       8.291254325233e-02      -4.081904267619e+03      -4.106788167171e+03       8.453679102855e-02      -1.157880497787e+03      -4.088568785706e+03       1.803298149724e-01       1.803298149530e-01 
       3.467251563477e-02       8.255595264296e-02      -4.101513150563e+03      -4.126632048184e+03       8.417317440182e-02      -1.157866390353e+03      -4.108281390020e+03       1.795493061127e-01       1.795493060935e-01 
       3.483145803276e-02       8.219976155290e-02      -4.121158541031e+03      -4.146513722946e+03       8.380996540326e-02      -1.157821190255e+03      -4.128031266758e+03       1.787697046347e-01       1.787697046157e-01 
       3.499114369358e-02       8.184467417367e-02      -4.140881393756e+03      -4.166472217507e+03       8.344788213276e-02      -1.157754575204e+03      -4.147857601999e+03       1.779925458349e-01       1.779925458161e-01 
       3.515159435524e-02       8.149044385493e-02      -4.160672825946e+03      -4.186499579546e+03       8.308667304420e-02      -1.157662055819e+03      -4.167752315289e+03       1.772172921577e-01       1.772172921391e-01 
       3.531283256306e-02       8.113691609412e-02      -4.180529230316e+03      -4.206592281914e+03       8.272618061986e-02      -1.157540982412e+03      -4.187711871769e+03       1.764436090026e-01       1.764436089841e-01 
       3.547488170837e-02       8.078420940017e-02      -4.200461722801e+03      -4.226761049816e+03       8.236652577481e-02      -1.157392642701e+03      -4.207747012623e+03       1.756717617977e-01       1.756717617794e-01 
       3.563776606956e-02       8.043225792917e-02      -4.220471512331e+03      -4.247007009084e+03       8.200764131993e-02      -1.157215859914e+03      -4.227858866044e+03       1.749016002759e-01       1.749016002577e-01 
       3.580151085566e-02       8.008100987476e-02      -4.240560200308e+03      -4.267332057542e+03       8.164947432397e-02      -1.157009811950e+03      -4.248049270692e+03       1.741329999672e-01       1.741329999492e-01 
       3.596614225250e-02       7.973054403590e-02      -4.260737813572e+03      -4.287745816278e+03       8.129210528074e-02      -1.156776239798e+03      -4.268327873282e+03       1.733661490003e-01       1.733661489825e-01 
       3.613168747190e-02       7.938079843282e-02      -4.280997806488e+03      -4.308242190230e+03       8.093546831937e-02      -1.156512805287e+03      -4.288688526641e+03       1.726005835950e-01       1.726005835774e-01 
       3.629817480392e-02       7.903141074655e-02      -4.301350445862e+03      -4.328831074786e+03       8.057920188396e-02      -1.156221665218e+03      -4.309141146974e+03       1.718364876143e-01       1.718364875968e-01 
       3.646563367236e-02       7.868301166577e-02      -4.321811757369e+03      -4.349528314752e+03       8.022394117277e-02      -1.155906913607e+03      -4.329701550477e+03       1.710742612432e-01       1.710742612259e-01 
       3.663409469404e-02       7.833500753340e-02      -4.342362298478e+03      -4.370314846842e+03       7.986908332966e-02      -1.155563170663e+03      -4.350350680920e+03       1.703129141448e-01       1.703129141277e-01 
       3.680358974183e-02       7.798781691712e-02      -4.363033123709e+03      -4.391221221598e+03       7.951505549655e-02      -1.155198923073e+03      -4.371119060675e+03       1.695534042005e-01       1.695534041836e-01 
       3.697415201192e-02       7.764092662304e-02      -4.383801185805e+03      -4.412224978242e+03       7.916133435752e-02      -1.154808314195e+03      -4.391984217572e+03       1.687946060858e-01       1.687946060691e-01 
       3.714581609564e-02       7.729484839034e-02      -4.404701847907e+03      -4.433360741727e+03       7.880844139639e-02      -1.154400621763e+03      -4.412980769259e+03       1.680375975190e-01       1.680375975024e-01 
       3.731861805618e-02       7.694909390232e-02      -4.425715040373e+03      -4.454608920832e+03       7.845587906646e-02      -1.153971348193e+03      -4.434089122522e+03       1.672813590079e-01       1.672813589915e-01 
       3.749259551060e-02       7.660387354348e-02      -4.446859684098e+03      -4.475987990926e+03       7.810386164356e-02      -1.153525031639e+03      -4.455327755060e+03       1.665263183149e-01       1.665263182986e-01 
       3.766778771761e-02       7.625919909478e-02      -4.468144729017e+03      -4.497507092452e+03       7.775240133189e-02      -1.153064268934e+03      -4.476705745692e+03       1.657725258103e-01       1.657725257942e-01 
       3.784423567158e-02       7.591476279204e-02      -4.489559449216e+03      -4.519155643826e+03       7.740118419898e-02      -1.152585676334e+03      -4.498212525324e+03       1.650192947759e-01       1.650192947599e-01 
       3.802198220334e-02       7.557085199803e-02      -4.511129662211e+03      -4.540958757426e+03       7.705050321195e-02      -1.152095517224e+03      -4.519873225527e+03       1.642672464173e-01       1.642672464015e-01 
       3.820107208836e-02       7.522728663656e-02      -4.532853241969e+03      -4.562914836253e+03       7.670017483532e-02      -1.151591763578e+03      -4.541686164900e+03       1.635159978528e-01       1.635159978372e-01 
       3.838155216287e-02       7.488399259756e-02      -4.554734584739e+03      -4.585028342544e+03       7.635012344603e-02      -1.151074256743e+03      -4.563655773401e+03       1.627653818057e-01       1.627653817903e-01 
       3.856347144885e-02       7.454104818369e-02      -4.576788827924e+03      -4.607313526939e+03       7.600042891008e-02      -1.150544770383e+03      -4.585796380761e+03       1.620155697112e-01       1.620155696959e-01 
       3.874688128844e-02       7.419830409501e-02      -4.599016225721e+03      -4.629771390032e+03       7.565093900237e-02      -1.150000979420e+03      -4.608108855430e+03       1.612662372747e-01       1.612662372596e-01 
       3.893183548882e-02       7.385577586332e-02      -4.621428167011e+03      -4.652413153075e+03       7.530166948692e-02      -1.149443220581e+03      -4.630604393048e+03       1.605174111967e-01       1.605174111818e-01 
       3.911839047843e-02       7.351346797479e-02      -4.644035848210e+03      -4.675249563896e+03       7.495262479543e-02      -1.148870744065e+03      -4.653293757199e+03       1.597690822053e-01       1.597690821905e-01 
       3.930660547571e-02       7.317132232327e-02      -4.666845839601e+03      -4.698287589101e+03       7.460374537437e-02      -1.148281624180e+03      -4.676183810595e+03       1.590210874355e-01       1.590210874209e-01 
       3.949654267145e-02       7.282927838117e-02      -4.689869365358e+03      -4.721537854056e+03       7.425497020024e-02      -1.147675062276e+03      -4.699285218246e+03       1.582733758126e-01       1.582733757981e-01 
       3.968826742622e-02       7.248714481560e-02      -4.713109348344e+03      -4.745003775997e+03       7.390610493548e-02      -1.147047610776e+03      -4.722601288169e+03       1.575256291091e-01       1.575256290948e-01 
       3.988184848421e-02       7.214511274886e-02      -4.736585216759e+03      -4.768704235040e+03       7.355734261142e-02      -1.146400293934e+03      -4.746150901120e+03       1.567780307198e-01       1.567780307056e-01 
       4.007735820531e-02       7.180311864703e-02      -4.760310065864e+03      -4.792652497173e+03       7.320861924115e-02      -1.145732178434e+03      -4.769947229032e+03       1.560305437718e-01       1.560305437578e-01 
       4.027487281720e-02       7.146090068267e-02      -4.784281346038e+03      -4.816845920203e+03       7.285966782025e-02      -1.145038950436e+03      -4.793987637347e+03       1.552825926417e-01       1.552825926278e-01 
       4.047447268952e-02       7.111854901002e-02      -4.808521149145e+03      -4.841306445138e+03       7.251058033129e-02      -1.144322253699e+03      -4.818293993727e+03       1.545343802330e-01       1.545343802192e-01 
       4.067624263258e-02       7.077598404942e-02      -4.833039886684e+03      -4.866044425045e+03       7.216127540656e-02      -1.143581615890e+03      -4.842876609010e+03       1.537857030410e-01       1.537857030274e-01 
       4.088027222309e-02       7.043314014058e-02      -4.857853127672e+03      -4.891075225955e+03       7.181168664978e-02      -1.142817499505e+03      -4.867750810003e+03       1.530364896899e-01       1.530364896764e-01 
       4.108665616006e-02       7.009002996057e-02      -4.882978655622e+03      -4.916416506449e+03       7.146182649401e-02      -1.142031680460e+03      -4.892934198847e+03       1.522867067268e-01       1.522867067135e-01 
       4.129549465402e-02       6.974642250728e-02      -4.908419982951e+03      -4.942072417567e+03       7.111145954499e-02      -1.141222225717e+03      -4.918430798095e+03       1.515358655082e-01       1.515358654950e-01 
       4.150689385358e-02       6.940250137983e-02      -4.934211995016e+03      -4.968076062711e+03       7.076077284550e-02      -1.140394954601e+03      -4.944273858993e+03       1.507843478156e-01       1.507843478026e-01 
       4.172096631344e-02       6.905783979476e-02      -4.960347628103e+03      -4.994422038518e+03       7.040933187468e-02      -1.139547397764e+03      -4.970457732695e+03       1.500313023883e-01       1.500313023754e-01 
       4.193783150887e-02       6.871277167176e-02      -4.986872983936e+03      -5.021155223078e+03       7.005747644554e-02      -1.138685978880e+03      -4.997027304384e+03       1.492773758719e-01       1.492773758592e-01 
       4.215761640212e-02       6.836690840133e-02      -5.013786244890e+03      -5.048273627342e+03       6.970481060734e-02      -1.137808762698e+03      -5.023980612609e+03       1.485217537367e-01       1.485217537242e-01 
       4.238045606717e-02       6.802021911848e-02      -5.041110901834e+03      -5.075801371885e+03       6.935130277756e-02      -1.136918301668e+03      -5.051341576059e+03       1.477643587549e-01       1.477643587424e-01 
       4.260649438011e-02       6.767269745614e-02      -5.068875860756e+03      -5.103766952765e+03       6.899694658622e-02      -1.136016763772e+03      -5.079138629201e+03       1.470051905183e-01       1.470051905060e-01 
       4.283588478332e-02       6.732431336275e-02      -5.097109591368e+03      -5.132198092548e+03       6.864171125270e-02      -1.135105905752e+03      -5.107399487654e+03       1.462441664212e-01       1.462441664090e-01 
       4.306879113322e-02       6.697475711066e-02      -5.125821596222e+03      -5.161104593465e+03       6.828528113285e-02      -1.134182413470e+03      -5.136133845149e+03       1.454806302726e-01       1.454806302606e-01 
       4.330538864235e-02       6.662413578250e-02      -5.155054437529e+03      -5.190528643634e+03       6.792776518581e-02      -1.133249047021e+03      -5.165383760128e+03       1.447147890730e-01       1.447147890612e-01 
       4.354586492877e-02       6.627218928156e-02      -5.184825757808e+03      -5.220487610129e+03       6.756889824514e-02      -1.132301634468e+03      -5.195166541393e+03       1.439460775546e-01       1.439460775429e-01 
       4.379042118724e-02       6.591889617651e-02      -5.215175875772e+03      -5.251021671517e+03       6.720865879063e-02      -1.131339907306e+03      -5.225522197110e+03       1.431744930876e-01       1.431744930761e-01 
       4.403927349945e-02       6.556417965511e-02      -5.246135710025e+03      -5.282161583608e+03       6.684696705190e-02      -1.130361001323e+03      -5.256481349369e+03       1.423996876942e-01       1.423996876828e-01 
       4.429265430321e-02       6.520762566524e-02      -5.277733060098e+03      -5.313934737094e+03       6.648340394327e-02      -1.129359762746e+03      -5.288071299376e+03       1.416211407649e-01       1.416211407536e-01 
       4.455081404374e-02       6.484947683074e-02      -5.310024841036e+03      -5.346397544668e+03       6.611821387688e-02      -1.128337764865e+03      -5.320348277219e+03       1.408390131919e-01       1.408390131808e-01 
       4.481402303450e-02       6.448928240621e-02      -5.343032995114e+03      -5.379572193554e+03       6.575093824767e-02      -1.127288889987e+03      -5.353334298646e+03       1.400524453200e-01       1.400524453090e-01 
       4.508257355947e-02       6.412700038441e-02      -5.376813339124e+03      -5.413513564868e+03       6.538153415497e-02      -1.126213482794e+03      -5.387084131792e+03       1.392613351542e-01       1.392613351434e-01 
       4.535678225476e-02       6.376252962368e-02      -5.411423141864e+03      -5.448278667249e+03       6.500989872144e-02      -1.125111885680e+03      -5.421654556378e+03       1.384654956078e-01       1.384654955972e-01 
       4.563699281433e-02       6.339565979086e-02      -5.446913070046e+03      -5.483918020358e+03       6.463581717811e-02      -1.123984993253e+03      -5.457095878786e+03       1.376644295493e-01       1.376644295388e-01 
       4.592357907284e-02       6.302595916356e-02      -5.483323036815e+03      -5.520470964357e+03       6.425884951472e-02      -1.122831367876e+03      -5.493447335296e+03       1.368572166281e-01       1.368572166178e-01 
       4.621694852910e-02       6.265343964710e-02      -5.520739180010e+03      -5.558022857178e+03       6.387900817440e-02      -1.121655808888e+03      -5.530794021538e+03       1.360439211478e-01       1.360439211376e-01 
       4.651754638592e-02       6.227784707019e-02      -5.559225712769e+03      -5.596637423143e+03       6.349603304234e-02      -1.120462452718e+03      -5.569199453872e+03       1.352238709089e-01       1.352238708988e-01 
       4.682586019731e-02       6.189887322906e-02      -5.598863724881e+03      -5.636395352044e+03       6.310961151720e-02      -1.119253764678e+03      -5.608744011976e+03       1.343965994160e-01       1.343965994061e-01 
       4.714242523289e-02       6.151623585362e-02      -5.639730346650e+03      -5.677373076497e+03       6.271945429521e-02      -1.118029869942e+03      -5.649503874694e+03       1.335613060617e-01       1.335613060519e-01 
       4.746783069248e-02       6.112961290893e-02      -5.681921672476e+03      -5.719665793235e+03       6.232523376675e-02      -1.116793094173e+03      -5.691573936952e+03       1.327173800491e-01       1.327173800394e-01 
       4.780272693253e-02       6.073874739704e-02      -5.725546515966e+03      -5.763381385854e+03       6.192668747651e-02      -1.115540446535e+03      -5.735061701304e+03       1.318642098606e-01       1.318642098511e-01 
       4.814783390169e-02       6.034325057000e-02      -5.770718790707e+03      -5.808633273319e+03       6.152341927546e-02      -1.114269002045e+03      -5.780080111435e+03       1.310009771461e-01       1.310009771367e-01 
       4.850395102770e-02       5.994275183394e-02      -5.817569089546e+03      -5.855550037219e+03       6.111505104124e-02      -1.112971434581e+03      -5.826757419253e+03       1.301268412679e-01       1.301268412587e-01 
       4.887196885382e-02       5.953669012367e-02      -5.866230669368e+03      -5.904265066992e+03       6.070101120345e-02      -1.111640019848e+03      -5.875226324056e+03       1.292406437154e-01       1.292406437063e-01 
       4.925288279357e-02       5.912472372672e-02      -5.916875289524e+03      -5.954947817262e+03       6.028095067081e-02      -1.110268407795e+03      -5.925655806702e+03       1.283415536880e-01       1.283415536791e-01 
       4.964780946217e-02       5.870623495013e-02      -5.969677648841e+03      -6.007771895107e+03       5.985424002380e-02      -1.108852211460e+03      -5.978218799598e+03       1.274282745003e-01       1.274282744916e-01 
       5.005800615642e-02       5.828065736845e-02      -6.024844384021e+03      -6.062942261077e+03       5.942030162180e-02      -1.107390309921e+03      -6.033119545712e+03       1.264995598102e-01       1.264995598016e-01 
       5.048489419927e-02       5.784730683582e-02      -6.082604382610e+03      -6.120686092102e+03       5.897843782547e-02      -1.105884440986e+03      -6.090584416977e+03       1.255539102251e-01       1.255539102167e-01 
       5.093008704895e-02       5.740528978476e-02      -6.143208102899e+03      -6.181251607403e+03       5.852773805386e-02      -1.104338251690e+03      -6.150860818884e+03       1.245894413101e-01       1.245894413018e-01 
       5.139542430755e-02       5.695389357102e-02      -6.206966967222e+03      -6.244947899917e+03       5.806747527661e-02      -1.102759793901e+03      -6.214256775032e+03       1.236045496707e-01       1.236045496626e-01 
       5.188301306184e-02       5.649214171819e-02      -6.274222697412e+03      -6.312114023948e+03       5.759665379764e-02      -1.101150542949e+03      -6.281110151187e+03       1.225971016926e-01       1.225971016847e-01 
       5.239527836771e-02       5.601887791137e-02      -6.345368425722e+03      -6.383140051573e+03       5.711409528253e-02      -1.099501306770e+03      -6.351809601628e+03       1.215646595732e-01       1.215646595654e-01 
       5.293502516359e-02       5.553281042166e-02      -6.420850123704e+03      -6.458469265070e+03       5.661848163014e-02      -1.097792132477e+03      -6.426796631124e+03       1.205042818663e-01       1.205042818587e-01 
       5.350551448402e-02       5.503263764931e-02      -6.501185637689e+03      -6.538614798161e+03       5.610848112925e-02      -1.095994554680e+03      -6.506582542153e+03       1.194125637205e-01       1.194125637131e-01 
       5.411055754513e-02       5.451594184797e-02      -6.587011018689e+03      -6.624208832797e+03       5.558164421102e-02      -1.094090921154e+03      -6.591797035651e+03       1.182861714000e-01       1.182861713928e-01 
       5.475463206747e-02       5.398146378471e-02      -6.679026151022e+03      -6.715946646091e+03       5.503667103145e-02      -1.092065809794e+03      -6.683132733210e+03       1.171203929961e-01       1.171203929891e-01 
       5.544302600334e-02       5.342647981549e-02      -6.778066869927e+03      -6.814659379198e+03       5.447078997755e-02      -1.089923447051e+03      -6.781417576227e+03       1.159099715283e-01       1.159099715214e-01 
       5.618201442687e-02       5.284821608733e-02      -6.885133090979e+03      -6.921340567529e+03       5.388117345712e-02      -1.087667225996e+03      -6.887641388124e+03       1.146489479289e-01       1.146489479223e-01 
       5.697907523965e-02       5.224310493923e-02      -7.001354897209e+03      -7.037116185791e+03       5.326418315988e-02      -1.085261319682e+03      -7.002925269044e+03       1.133294699697e-01       1.133294699632e-01 
       5.784314752963e-02       5.160714473066e-02      -7.128104403824e+03      -7.163352800655e+03       5.261573922214e-02      -1.082621001052e+03      -7.128629771816e+03       1.119428559294e-01       1.119428559232e-01 
       5.878493090535e-02       5.093536258482e-02      -7.266961164252e+03      -7.301626129937e+03       5.193077112104e-02      -1.079643127457e+03      -7.266323254146e+03       1.104782648198e-01       1.104782648138e-01 
       5.981721119659e-02       5.022153482850e-02      -7.419721119893e+03      -7.453732301286e+03       5.120293382506e-02      -1.076278016233e+03      -7.417793045864e+03       1.089222344052e-01       1.089222343994e-01 
       6.095517113237e-02       4.945816688169e-02      -7.588403726278e+03      -7.621695810742e+03       5.042458605233e-02      -1.072483344782e+03      -7.585053031573e+03       1.072584857903e-01       1.072584857848e-01 
       6.221659412292e-02       4.863626852197e-02      -7.775189818108e+03      -7.807713510116e+03       4.958656174229e-02      -1.068049441758e+03      -7.770286158542e+03       1.054675102793e-01       1.054675102740e-01 
       6.362178368745e-02       4.774494073854e-02      -7.982201428283e+03      -8.013940661051e+03       4.867774773496e-02      -1.062651066341e+03      -7.975630765227e+03       1.035255396663e-01       1.035255396613e-01 
       6.519289809654e-02       4.677146989043e-02      -8.211195885802e+03      -8.242195934285e+03       4.768518348992e-02      -1.056122452221e+03      -8.202886515402e+03       1.014052102236e-01       1.014052102189e-01 
       6.695227740557e-02       4.570179281097e-02      -8.462922454167e+03      -8.493333019648e+03       4.659453045986e-02      -1.048030262407e+03      -8.452884728931e+03       9.907598001916e-02       9.907598001471e-02 
       6.891935459870e-02       4.452191366801e-02      -8.736308774522e+03      -8.766438264986e+03       4.539152017273e-02      -1.037774379134e+03      -8.724688538197e+03       9.650763305245e-02       9.650763304831e-02 
       7.110616366798e-02       4.322066769044e-02      -9.027512408656e+03      -9.057891004266e+03       4.406477071432e-02      -1.024971073503e+03      -9.014658036573e+03       9.367611974974e-02       9.367611974591e-02 
       7.351250762776e-02       4.179378658540e-02      -9.329355347568e+03      -9.360781365903e+03       4.260993062036e-02      -1.008905238350e+03      -9.315871004785e+03       9.057224251373e-02       9.057224251020e-02 
       7.612311571355e-02       4.024806045419e-02      -9.631865761231e+03      -9.665402520146e+03       4.103392916339e-02      -9.893702243327e+02      -9.618624353347e+03       8.721154474057e-02       8.721154473735e-02 
       7.890915404720e-02       3.860477749622e-02      -9.924226877248e+03      -9.961121267814e+03       3.935846912702e-02      -9.663103657152e+02      -9.912306464730e+03       8.364000862859e-02       8.364000862567e-02 
       8.183415749316e-02       3.689835817560e-02      -1.019767792535e+04      -1.023919863283e+04       3.761864527471e-02      -9.400581029927e+02      -1.018821802124e+04       7.993244893781e-02       7.993244893517e-02 
       8.486146799668e-02       3.517192597635e-02      -1.044801980981e+04      -1.049525337877e+04       3.585842916971e-02      -9.115301673134e+02      -1.044203128840e+04       7.618299232917e-02       7.618299232680e-02 
       8.795971577085e-02       3.347188798233e-02      -1.067670971538e+04      -1.073036666413e+04       3.412513257082e-02      -8.817683194195e+02      -1.067488587220e+04       7.249193970213e-02       7.249193970000e-02 
       9.110498633195e-02       3.184169057399e-02      -1.089036135909e+04      -1.095063881311e+04       3.246304943841e-02      -8.518709368348e+02      -1.089293843747e+04       6.895327000511e-02       6.895327000319e-02 
       9.428046055385e-02       3.031728613340e-02      -1.109920715054e+04      -1.116572790648e+04       3.090883879301e-02      -8.229797354585e+02      -1.110589621988e+04       6.564540470108e-02       6.564540469936e-02 
       9.747493299076e-02       2.892522670756e-02      -1.131504120350e+04      -1.138687558199e+04       2.948956450882e-02      -7.960575549262e+02      -1.132503824986e+04       6.262502247913e-02       6.262502247758e-02 
       1.006811964579e-01       2.768014894545e-02      -1.154920808577e+04      -1.162497028037e+04       2.822015301090e-02      -7.717222625295e+02      -1.156127539571e+04       5.992432028713e-02       5.992432028572e-02 
       1.038947177466e-01       2.658579118856e-02      -1.181083897248e+04      -1.188883885741e+04       2.710441041430e-02      -7.502671613570e+02      -1.182344150832e+04       5.755076173815e-02       5.755076173686e-02 
       1.071126849105e-01       2.563507069358e-02      -1.210550921770e+04      -1.218394419167e+04       2.613511565280e-02      -7.317434989726e+02      -1.211699132556e+04       5.548902430234e-02       5.548902430116e-02 
       1.103333685223e-01       2.481249032414e-02      -1.243457726910e+04      -1.251173204628e+04       2.529646730018e-02      -7.159568662089e+02      -1.244334918030e+04       5.370536026143e-02       5.370536026035e-02 
       1.135557104000e-01       2.409627250415e-02      -1.279491557747e+04      -1.286935368580e+04       2.456626012286e-02      -7.024306214712e+02      -1.279963407100e+04       5.215232762534e-02       5.215232762433e-02 
       1.167790650288e-01       2.346072956937e-02      -1.317927657524e+04      -1.324999997736e+04       2.391830715479e-02      -6.905104823425e+02      -1.317899763761e+04       5.077459767612e-02       5.077459767519e-02 
       1.200030392813e-01       2.287958055092e-02      -1.357712360904e+04      -1.364368090747e+04       2.332581000944e-02      -6.795343996622e+02      -1.357140878862e+04       4.951474405800e-02       4.951474405713e-02 
       1.232273939115e-01       2.232777167634e-02      -1.397583569998e+04      -1.403836800301e+04       2.276322635338e-02      -6.688836962665e+02      -1.396480068179e+04       4.831859637336e-02       4.831859637255e-02 
       1.264519833249e-01       2.178401221751e-02      -1.436222090915e+04      -1.442144127084e+04       2.220884918697e-02      -6.579625925303e+02      -1.434652109252e+04       4.713998124794e-02       4.713998124718e-02 
       1.296767188650e-01       2.123205317208e-02      -1.472393213801e+04      -1.478104556541e+04       2.164611221624e-02      -6.462739086332e+02      -1.470469197878e+04       4.594370336020e-02       4.594370335950e-02 
       1.329015464760e-01       2.066175535874e-02      -1.505098680959e+04      -1.510755325086e+04       2.106467857172e-02      -6.335323081081e+02      -1.502967462606e+04       4.470783123252e-02       4.470783123186e-02 
       1.361264331275e-01       2.006920096411e-02      -1.533680373177e+04      -1.539456720529e+04       2.046055373966e-02      -6.196732218796e+02      -1.531507322355e+04       4.342384141093e-02       4.342384141032e-02 
       1.393513585677e-01       1.945629890090e-02      -1.557893112335e+04      -1.563963015633e+04       1.983568274702e-02      -6.047701021442e+02      -1.555844338003e+04       4.209570827333e-02       4.209570827276e-02 
       1.425763103163e-01       1.882944288501e-02      -1.577921855840e+04      -1.584440076566e+04       1.919658730697e-02      -5.890043970731e+02      -1.576146658688e+04       4.073765006874e-02       4.073765006821e-02 
       1.458012806247e-01       1.819857491563e-02      -1.594355657633e+04      -1.601441778052e+04       1.855340420040e-02      -5.726996020063e+02      -1.592971180104e+04       3.937126162120e-02       3.937126162071e-02 
       1.490262646290e-01       1.757571843511e-02      -1.608114327440e+04      -1.615840540792e+04       1.791838830365e-02      -5.562813125414e+02      -1.607193786935e+04       3.802215277063e-02       3.802215277017e-02 
       1.522512592287e-01       1.697296206809e-02      -1.620345802143e+04      -1.628730230529e+04       1.730386599783e-02      -5.401813511837e+02      -1.619911804854e+04       3.671670267009e-02       3.671670266966e-02 
       1.554762624050e-01       1.640151288614e-02      -1.632305186996e+04      -1.641310799975e+04       1.672126313317e-02      -5.247547430855e+02      -1.632328276601e+04       3.547916650368e-02       3.547916650329e-02 
       1.587012728063e-01       1.587040092744e-02      -1.645215299122e+04      -1.654754779798e+04       1.617978605963e-02      -5.103064696259e+02      -1.645618168591e+04       3.432909397759e-02       3.432909397723e-02 
       1.619262894950e-01       1.538571701049e-02      -1.660141937912e+04      -1.670087574640e+04       1.568564442692e-02      -4.970984139087e+02      -1.660808452366e+04       3.327966187659e-02       3.327966187625e-02 
