# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04829e-05 to 66.9325 h/Mpc,
# number of wavenumbers equal to 621
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.226888826955e-02       1.578084450021e-01      -9.905086141534e+02      -9.915424044519e+02       1.609173742199e-01      -6.156099860764e+02      -9.894363879730e+02       3.453601180818e-01       3.453601179718e-01 
       1.239797743749e-02       1.572307404648e-01      -1.007706926683e+03      -1.008779322167e+03       1.603281518132e-01      -6.231195722270e+02      -1.006619084339e+03       3.440790238011e-01       3.440790236940e-01 
       1.252710315697e-02       1.566547013973e-01      -1.024984618478e+03      -1.026096621474e+03       1.597406295114e-01      -6.305975396701e+02      -1.023881480464e+03       3.428017997099e-01       3.428017996054e-01 
       1.265626528751e-02       1.560802692985e-01      -1.042339504946e+03      -1.043492149529e+03       1.591547473050e-01      -6.380434739165e+02      -1.041221426906e+03       3.415282738338e-01       3.415282737319e-01 
       1.278546371770e-02       1.555075135312e-01      -1.059770494767e+03      -1.060964805911e+03       1.585705761208e-01      -6.454574190208e+02      -1.058637830102e+03       3.402586220460e-01       3.402586219464e-01 
       1.291469836437e-02       1.549364073143e-01      -1.077275550296e+03      -1.078512585620e+03       1.579880880691e-01      -6.528387978417e+02      -1.076128686879e+03       3.389927146202e-01       3.389927145227e-01 
       1.304396917176e-02       1.543669821800e-01      -1.094853603973e+03      -1.096134420745e+03       1.574073160750e-01      -6.601873254857e+02      -1.093692933176e+03       3.377307168819e-01       3.377307167865e-01 
       1.317327611085e-02       1.537991568763e-01      -1.112502192802e+03      -1.113827882636e+03       1.568281765892e-01      -6.675017833524e+02      -1.111328141029e+03       3.364723633547e-01       3.364723632613e-01 
       1.330261917862e-02       1.532329893081e-01      -1.130220365727e+03      -1.131592030645e+03       1.562507291635e-01      -6.747817367635e+02      -1.129033370678e+03       3.352178459213e-01       3.352178458297e-01 
       1.343199839748e-02       1.526684262548e-01      -1.148005921943e+03      -1.149424688237e+03       1.556749189627e-01      -6.820258228457e+02      -1.146806446000e+03       3.339669770398e-01       3.339669769499e-01 
       1.356141381467e-02       1.521055205996e-01      -1.165857804601e+03      -1.167324780948e+03       1.551008001013e-01      -6.892332578088e+02      -1.164646296872e+03       3.327198945781e-01       3.327198944897e-01 
       1.369086550175e-02       1.515442380945e-01      -1.183774229817e+03      -1.185290554165e+03       1.545283376942e-01      -6.964027095174e+02      -1.182551166443e+03       3.314765290113e-01       3.314765289245e-01 
       1.382035355412e-02       1.509845715172e-01      -1.201753515224e+03      -1.203320345660e+03       1.539575241530e-01      -7.035328166510e+02      -1.200519391105e+03       3.302368370511e-01       3.302368369657e-01 
       1.394987809055e-02       1.504265685574e-01      -1.219794442367e+03      -1.221412929733e+03       1.533884078655e-01      -7.106223557083e+02      -1.218549746613e+03       3.290008927811e-01       3.290008926972e-01 
       1.407943925283e-02       1.498701579996e-01      -1.237895074600e+03      -1.239566416757e+03       1.528209165430e-01      -7.176696545194e+02      -1.236640337433e+03       3.277685825922e-01       3.277685825095e-01 
       1.420903720536e-02       1.493153895346e-01      -1.256054343916e+03      -1.257779701358e+03       1.522551007885e-01      -7.246735304483e+02      -1.254790063975e+03       3.265400039066e-01       3.265400038252e-01 
       1.433867213485e-02       1.487622080300e-01      -1.274270157647e+03      -1.276050731773e+03       1.516909040728e-01      -7.316321081353e+02      -1.272996869382e+03       3.253149983308e-01       3.253149982506e-01 
       1.446834425002e-02       1.482106733484e-01      -1.292541758869e+03      -1.294378753959e+03       1.511283877745e-01      -7.385442790143e+02      -1.291259997754e+03       3.240937410956e-01       3.240937410166e-01 
       1.459805378132e-02       1.476607110419e-01      -1.310866929028e+03      -1.312761601729e+03       1.505674757695e-01      -7.454080659543e+02      -1.309577276100e+03       3.228760416551e-01       3.228760415771e-01 
       1.472780098073e-02       1.471123534226e-01      -1.329244555011e+03      -1.331198118211e+03       1.500082009776e-01      -7.522221650996e+02      -1.327947554031e+03       3.216619664276e-01       3.216619663507e-01 
       1.485758612153e-02       1.465655920540e-01      -1.347673119395e+03      -1.349686818481e+03       1.494505547550e-01      -7.589849712552e+02      -1.346369341370e+03       3.204514924691e-01       3.204514923931e-01 
       1.498740949814e-02       1.460204459306e-01      -1.366151338930e+03      -1.368226438742e+03       1.488945563436e-01      -7.656950691599e+02      -1.364841370906e+03       3.192446466965e-01       3.192446466216e-01 
       1.511727142599e-02       1.454768702055e-01      -1.384677583338e+03      -1.386815346098e+03       1.483401603160e-01      -7.723508661279e+02      -1.383362010751e+03       3.180413665397e-01       3.180413664657e-01 
       1.524717224134e-02       1.449348815634e-01      -1.403250450258e+03      -1.405452158660e+03       1.477873833298e-01      -7.789508342320e+02      -1.401929875496e+03       3.168416456052e-01       3.168416455321e-01 
       1.537711230126e-02       1.443944649669e-01      -1.421868520526e+03      -1.424135468561e+03       1.472362101957e-01      -7.854935111866e+02      -1.420543555620e+03       3.156454689000e-01       3.156454688278e-01 
       1.550709198350e-02       1.438556061110e-01      -1.440530311314e+03      -1.442863798254e+03       1.466866263242e-01      -7.919774304289e+02      -1.439201573169e+03       3.144528038623e-01       3.144528037909e-01 
       1.563711168646e-02       1.433183109399e-01      -1.459234712896e+03      -1.461636045790e+03       1.461386380427e-01      -7.984012634805e+02      -1.457902824234e+03       3.132636968995e-01       3.132636968289e-01 
       1.576717182917e-02       1.427826238716e-01      -1.477980468528e+03      -1.480450961404e+03       1.455922899301e-01      -8.047635971562e+02      -1.476646057538e+03       3.120781567366e-01       3.120781566668e-01 
       1.589727285128e-02       1.422484292009e-01      -1.496765390518e+03      -1.499306441242e+03       1.450474646214e-01      -8.110626505489e+02      -1.495429158081e+03       3.108960084805e-01       3.108960084115e-01 
       1.602741521308e-02       1.417158347920e-01      -1.515589405049e+03      -1.518202257187e+03       1.445042720232e-01      -8.172976013189e+02      -1.514251919294e+03       3.097174754447e-01       3.097174753765e-01 
       1.615759939550e-02       1.411847646903e-01      -1.534450115369e+03      -1.537136177010e+03       1.439626343455e-01      -8.234665076267e+02      -1.533112085053e+03       3.085423508633e-01       3.085423507958e-01 
       1.628782590022e-02       1.406552470911e-01      -1.553346844058e+03      -1.556107461221e+03       1.434225806972e-01      -8.295683020766e+02      -1.552008924299e+03       3.073707397705e-01       3.073707397037e-01 
       1.641809524972e-02       1.401272373916e-01      -1.572277832938e+03      -1.575114398334e+03       1.428840655894e-01      -8.356014518263e+02      -1.570940719469e+03       3.062025450701e-01       3.062025450040e-01 
       1.654840798736e-02       1.396007945787e-01      -1.591242254219e+03      -1.594156113424e+03       1.423471487003e-01      -8.415647914353e+02      -1.589906601934e+03       3.050378353833e-01       3.050378353179e-01 
       1.667876467752e-02       1.390758541208e-01      -1.610238430573e+03      -1.613230984955e+03       1.418117646839e-01      -8.474566508593e+02      -1.608904941611e+03       3.038765281008e-01       3.038765280361e-01 
       1.680916590569e-02       1.385523972687e-01      -1.629264837811e+03      -1.632337564506e+03       1.412778943548e-01      -8.532759206858e+02      -1.627934280104e+03       3.027185744885e-01       3.027185744244e-01 
       1.693961227869e-02       1.380304890596e-01      -1.648321203360e+03      -1.651475432979e+03       1.407456040773e-01      -8.590216974593e+02      -1.646994219189e+03       3.015641198570e-01       3.015641197935e-01 
       1.707010442474e-02       1.375101088693e-01      -1.667406007161e+03      -1.670643138070e+03       1.402148727019e-01      -8.646927015126e+02      -1.666083297096e+03       3.004131059005e-01       3.004131058378e-01 
       1.720064299374e-02       1.369912277631e-01      -1.686517724119e+03      -1.689839201234e+03       1.396856707383e-01      -8.702878741557e+02      -1.685200030252e+03       2.992654708980e-01       2.992654708359e-01 
       1.733122865739e-02       1.364738163390e-01      -1.705655019137e+03      -1.709062281442e+03       1.391579684375e-01      -8.758059779796e+02      -1.704343079363e+03       2.981211790749e-01       2.981211790134e-01 
       1.746186210947e-02       1.359579251288e-01      -1.724817070362e+03      -1.728311539689e+03       1.386318168441e-01      -8.812466830564e+02      -1.723511610617e+03       2.969802809650e-01       2.969802809041e-01 
       1.759254406602e-02       1.354434709835e-01      -1.744002349419e+03      -1.747585505370e+03       1.381071321130e-01      -8.866088513820e+02      -1.742704146229e+03       2.958427119179e-01       2.958427118576e-01 
       1.772327526565e-02       1.349306631951e-01      -1.763210176359e+03      -1.766883453430e+03       1.375841244752e-01      -8.918924420188e+02      -1.761919971475e+03       2.947085358387e-01       2.947085357790e-01 
       1.785405646974e-02       1.344190848580e-01      -1.782439408516e+03      -1.786204246166e+03       1.370623760974e-01      -8.970972012878e+02      -1.781157952143e+03       2.935777409502e-01       2.935777408910e-01 
       1.798488846279e-02       1.339091246285e-01      -1.801689145204e+03      -1.805546978680e+03       1.365422766037e-01      -9.022232638915e+02      -1.800417188908e+03       2.924503514854e-01       2.924503514268e-01 
       1.811577205269e-02       1.334005692405e-01      -1.820956690993e+03      -1.824909086968e+03       1.360236102997e-01      -9.072692567848e+02      -1.819695103192e+03       2.913261186462e-01       2.913261185882e-01 
       1.824670807101e-02       1.328934760145e-01      -1.840242475051e+03      -1.844290892829e+03       1.355064364212e-01      -9.122374203360e+02      -1.838992042173e+03       2.902052667835e-01       2.902052667260e-01 
       1.837769737341e-02       1.323878618190e-01      -1.859545388952e+03      -1.863691285982e+03       1.349907717485e-01      -9.171271603101e+02      -1.858306898467e+03       2.890877786197e-01       2.890877785628e-01 
       1.850874083990e-02       1.318836734850e-01      -1.878863900757e+03      -1.883108741852e+03       1.344765623351e-01      -9.219402438907e+02      -1.877638161558e+03       2.879735733000e-01       2.879735732436e-01 
       1.863983937529e-02       1.313809212320e-01      -1.898196943101e+03      -1.902542258458e+03       1.339638184104e-01      -9.266764862247e+02      -1.896984823157e+03       2.868626477581e-01       2.868626477023e-01 
       1.877099390952e-02       1.308796121057e-01      -1.917543836580e+03      -1.921991138032e+03       1.334525473701e-01      -9.313383411018e+02      -1.916346202747e+03       2.857550453535e-01       2.857550452982e-01 
       1.890220539809e-02       1.303797398074e-01      -1.936903553300e+03      -1.941454310032e+03       1.329427427829e-01      -9.359271125972e+02      -1.935721247431e+03       2.846507496879e-01       2.846507496332e-01 
       1.903347482244e-02       1.298812656364e-01      -1.956274686152e+03      -1.960930440285e+03       1.324343653874e-01      -9.404444154230e+02      -1.955108625236e+03       2.835497021834e-01       2.835497021292e-01 
       1.916480319047e-02       1.293842272868e-01      -1.975656704091e+03      -1.980418942363e+03       1.319274533870e-01      -9.448921637162e+02      -1.974507769818e+03       2.824519544073e-01       2.824519543536e-01 
       1.929619153689e-02       1.288885694207e-01      -1.995047896942e+03      -1.999918197264e+03       1.314219504816e-01      -9.492723129975e+02      -1.993917064407e+03       2.813574043778e-01       2.813574043246e-01 
       1.942764092378e-02       1.283944039428e-01      -2.014449153607e+03      -2.019428950042e+03       1.309179707159e-01      -9.535878875349e+02      -2.013337286666e+03       2.802662863919e-01       2.802662863392e-01 
       1.955915244102e-02       1.279015698106e-01      -2.033857015199e+03      -2.038947879465e+03       1.304153499502e-01      -9.578409181372e+02      -2.032765118752e+03       2.791782572486e-01       2.791782571964e-01 
       1.969072720682e-02       1.274101742545e-01      -2.053272962149e+03      -2.058476415484e+03       1.299141981797e-01      -9.620335281535e+02      -2.052202001283e+03       2.780936342676e-01       2.780936342159e-01 
       1.982236636827e-02       1.269201188139e-01      -2.072693834102e+03      -2.078011420017e+03       1.294144142504e-01      -9.661685884954e+02      -2.071644820550e+03       2.770121066063e-01       2.770121065551e-01 
       1.995407110185e-02       1.264314981282e-01      -2.092120081632e+03      -2.097553366277e+03       1.289160944049e-01      -9.702482190090e+02      -2.091094053517e+03       2.759338510575e-01       2.759338510068e-01 
       2.008584261401e-02       1.259442879533e-01      -2.111551710217e+03      -2.117102125944e+03       1.284192151128e-01      -9.742760602865e+02      -2.110549609835e+03       2.748589589329e-01       2.748589588827e-01 
       2.021768214177e-02       1.254585016640e-01      -2.130986561365e+03      -2.136655727901e+03       1.279237884535e-01      -9.782541899137e+02      -2.130009507769e+03       2.737872712463e-01       2.737872711965e-01 
       2.034959095330e-02       1.249740604998e-01      -2.150423975037e+03      -2.156213418882e+03       1.274297355886e-01      -9.821843617074e+02      -2.149473020142e+03       2.727187939298e-01       2.727187938805e-01 
       2.048157034855e-02       1.244909657686e-01      -2.169862916541e+03      -2.175774196073e+03       1.269370575749e-01      -9.860692818224e+02      -2.168939156106e+03       2.716534972124e-01       2.716534971636e-01 
       2.061362165992e-02       1.240092787816e-01      -2.189302453973e+03      -2.195337149486e+03       1.264458156947e-01      -9.899108768109e+02      -2.188407015250e+03       2.705913616583e-01       2.705913616100e-01 
       2.074574625292e-02       1.235289958795e-01      -2.208743712526e+03      -2.214903281423e+03       1.259560080161e-01      -9.937119574620e+02      -2.207877627018e+03       2.695326020697e-01       2.695326020218e-01 
       2.087794552684e-02       1.230502981256e-01      -2.228184585895e+03      -2.234470562772e+03       1.254678146173e-01      -9.974732383503e+02      -2.227348963076e+03       2.684770515069e-01       2.684770514595e-01 
       2.101022091547e-02       1.225725960213e-01      -2.247623303044e+03      -2.254037350938e+03       1.249806438669e-01      -1.001196338767e+03      -2.246819375823e+03       2.674245943035e-01       2.674245942566e-01 
       2.114257388787e-02       1.220965170131e-01      -2.267061631419e+03      -2.273605160213e+03       1.244951266376e-01      -1.004883158227e+03      -2.266290420555e+03       2.663754947011e-01       2.663754946546e-01 
       2.127500594908e-02       1.216217549704e-01      -2.286496062450e+03      -2.293170710900e+03       1.240109536139e-01      -1.008533445546e+03      -2.285758796195e+03       2.653294378368e-01       2.653294377907e-01 
       2.140751864094e-02       1.211484621547e-01      -2.305928679615e+03      -2.312735930154e+03       1.235282798004e-01      -1.012148942373e+03      -2.305226453063e+03       2.642867240580e-01       2.642867240124e-01 
       2.154011354288e-02       1.206764393620e-01      -2.325355892130e+03      -2.332297367942e+03       1.230469029243e-01      -1.015728808767e+03      -2.324689931709e+03       2.632470241431e-01       2.632470240979e-01 
       2.167279227277e-02       1.202060074778e-01      -2.344782217409e+03      -2.351859275898e+03       1.225671489815e-01      -1.019275150169e+03      -2.344153514654e+03       2.622108885740e-01       2.622108885292e-01 
       2.180555648778e-02       1.197367919628e-01      -2.364200103874e+03      -2.371414474262e+03       1.220886366045e-01      -1.022784763174e+03      -2.363609983625e+03       2.611775680714e-01       2.611775680270e-01 
       2.193840788523e-02       1.192690953961e-01      -2.383614954795e+03      -2.390968047426e+03       1.216116740968e-01      -1.026259771740e+03      -2.383064458342e+03       2.601476939608e-01       2.601476939169e-01 
       2.207134820357e-02       1.188026794516e-01      -2.403021343976e+03      -2.410514846931e+03       1.211360185089e-01      -1.029697398082e+03      -2.402511758822e+03       2.591207542785e-01       2.591207542349e-01 
       2.220437922328e-02       1.183376963568e-01      -2.422421875530e+03      -2.430057248248e+03       1.206618249485e-01      -1.033097831471e+03      -2.421954285901e+03       2.580970669847e-01       2.580970669415e-01 
       2.233750276785e-02       1.178743066335e-01      -2.441816199744e+03      -2.449594860376e+03       1.201892543288e-01      -1.036459867456e+03      -2.441391651479e+03       2.570766391049e-01       2.570766390622e-01 
       2.247072070481e-02       1.174119693738e-01      -2.461201760075e+03      -2.469125429760e+03       1.197177630444e-01      -1.039781573046e+03      -2.460821556556e+03       2.560592761994e-01       2.560592761570e-01 
       2.260403494672e-02       1.169511570568e-01      -2.480578646034e+03      -2.488648777595e+03       1.192478248395e-01      -1.043061314308e+03      -2.480243857847e+03       2.550450123516e-01       2.550450123096e-01 
       2.273744745229e-02       1.164918095999e-01      -2.499948524994e+03      -2.508166543429e+03       1.187793812150e-01      -1.046298471061e+03      -2.499660188663e+03       2.540340583962e-01       2.540340583546e-01 
       2.287096022745e-02       1.160337897906e-01      -2.519307683808e+03      -2.527675320602e+03       1.183122921072e-01      -1.049490107726e+03      -2.519067097323e+03       2.530261023718e-01       2.530261023306e-01 
       2.300457532649e-02       1.155772249266e-01      -2.538658621057e+03      -2.547177220716e+03       1.178466872199e-01      -1.052635546717e+03      -2.538466742941e+03       2.520214014987e-01       2.520214014579e-01 
       2.313829485326e-02       1.151220325003e-01      -2.557998819575e+03      -2.566669990305e+03       1.173824822640e-01      -1.055732012645e+03      -2.557856828969e+03       2.510197617007e-01       2.510197616602e-01 
       2.327212096231e-02       1.146682600259e-01      -2.577329697044e+03      -2.586154851069e+03       1.169197261343e-01      -1.058778546602e+03      -2.577238597671e+03       2.500213388169e-01       2.500213387768e-01 
       2.340605586023e-02       1.142158245526e-01      -2.596648238065e+03      -2.605628953898e+03       1.164583337055e-01      -1.061772329502e+03      -2.596609174746e+03       2.490258845700e-01       2.490258845303e-01 
       2.354010180687e-02       1.137648659611e-01      -2.615957732275e+03      -2.625095495151e+03       1.159984478192e-01      -1.064713313911e+03      -2.615971755743e+03       2.480337351966e-01       2.480337351572e-01 
       2.367426111667e-02       1.133152172092e-01      -2.635254132214e+03      -2.644550462197e+03       1.155398982603e-01      -1.067598492963e+03      -2.635322328123e+03       2.470445338488e-01       2.470445338097e-01 
       2.380853616007e-02       1.128670416605e-01      -2.654540746720e+03      -2.663997041847e+03       1.150828513274e-01      -1.070428014401e+03      -2.654664083313e+03       2.460586051411e-01       2.460586051025e-01 
       2.394292936489e-02       1.124200284641e-01      -2.673809859196e+03      -2.683427882555e+03       1.146269901823e-01      -1.073197836579e+03      -2.673989629356e+03       2.450752869975e-01       2.450752869592e-01 
       2.407744321778e-02       1.119747089685e-01      -2.693074711974e+03      -2.702855511663e+03       1.141728567792e-01      -1.075911986315e+03      -2.693311564127e+03       2.440957562177e-01       2.440957561797e-01 
       2.421208026575e-02       1.115306447281e-01      -2.712323973315e+03      -2.722269187688e+03       1.137200038912e-01      -1.078565607682e+03      -2.712619082917e+03       2.431190378979e-01       2.431190378603e-01 
       2.434684311771e-02       1.110879209123e-01      -2.731559278561e+03      -2.741670461575e+03       1.132685181610e-01      -1.081159039324e+03      -2.731913744038e+03       2.421452934418e-01       2.421452934045e-01 
       2.448173444607e-02       1.106466860242e-01      -2.750784941534e+03      -2.761063352196e+03       1.128185514105e-01      -1.083693360093e+03      -2.751199598301e+03       2.411748935157e-01       2.411748934787e-01 
       2.461675698839e-02       1.102066851136e-01      -2.769993954477e+03      -2.780441200970e+03       1.123698434663e-01      -1.086165905038e+03      -2.770469952105e+03       2.402072587809e-01       2.402072587443e-01 
       2.475191354909e-02       1.097681487532e-01      -2.789192306061e+03      -2.799809701136e+03       1.119226294938e-01      -1.088579117628e+03      -2.789730528885e+03       2.392428976216e-01       2.392428975853e-01 
       2.488720700124e-02       1.093308879080e-01      -2.808374923340e+03      -2.819164142931e+03       1.114767167744e-01      -1.090931557891e+03      -2.808976577911e+03       2.382814057183e-01       2.382814056823e-01 
       2.502264028833e-02       1.088950018465e-01      -2.827544464768e+03      -2.838506808234e+03       1.110322064878e-01      -1.093224723430e+03      -2.828210435939e+03       2.373229885721e-01       2.373229885365e-01 
       2.515821642619e-02       1.084605725523e-01      -2.846703295479e+03      -2.857840027695e+03       1.105891823271e-01      -1.095460496550e+03      -2.847434436409e+03       2.363678403627e-01       2.363678403274e-01 
       2.529393850493e-02       1.080274642632e-01      -2.865847715718e+03      -2.877160362520e+03       1.101475058810e-01      -1.097638384869e+03      -2.866645113794e+03       2.354156684233e-01       2.354156683883e-01 
       2.542980969093e-02       1.075956552081e-01      -2.884977231100e+03      -2.896467142552e+03       1.097071549407e-01      -1.099759699253e+03      -2.885841834562e+03       2.344664202546e-01       2.344664202200e-01 
       2.556583322892e-02       1.071652548516e-01      -2.904094822040e+03      -2.915763376593e+03       1.092682410947e-01      -1.101826245488e+03      -2.905027596889e+03       2.335203352274e-01       2.335203351931e-01 
       2.570201244413e-02       1.067360745568e-01      -2.923195302026e+03      -2.935044049787e+03       1.088305720218e-01      -1.103838061268e+03      -2.924197383060e+03       2.325770027603e-01       2.325770027262e-01 
       2.583835074453e-02       1.063084041214e-01      -2.942287103987e+03      -2.954317103673e+03       1.083944431969e-01      -1.105799531805e+03      -2.943359193554e+03       2.316370516680e-01       2.316370516342e-01 
       2.597485162308e-02       1.058819615549e-01      -2.961362528084e+03      -2.973575351976e+03       1.079595673007e-01      -1.107709695334e+03      -2.962505791511e+03       2.306998955706e-01       2.306998955372e-01 
       2.611151866012e-02       1.054568454318e-01      -2.980424560787e+03      -2.992821476407e+03       1.075260447645e-01      -1.109571246462e+03      -2.981639905758e+03       2.297657380161e-01       2.297657379829e-01 
       2.624835552583e-02       1.050330146634e-01      -2.999471992068e+03      -3.012054441250e+03       1.070938336345e-01      -1.111385471640e+03      -3.000760483996e+03       2.288344834416e-01       2.288344834088e-01 
       2.638536598276e-02       1.046107076939e-01      -3.018508747614e+03      -3.031277936945e+03       1.066631749981e-01      -1.113155719454e+03      -3.019871251041e+03       2.279063983675e-01       2.279063983349e-01 
       2.652255388845e-02       1.041895283069e-01      -3.037534003163e+03      -3.050491107017e+03       1.062336711327e-01      -1.114882986514e+03      -3.038971364028e+03       2.269813947715e-01       2.269813947392e-01 
       2.665992319818e-02       1.037695079499e-01      -3.056533011888e+03      -3.069680089135e+03       1.058053450079e-01      -1.116564070792e+03      -3.058046873610e+03       2.260584168785e-01       2.260584168465e-01 
       2.679747796773e-02       1.033510320662e-01      -3.075535819435e+03      -3.088873304578e+03       1.053785997952e-01      -1.118211218082e+03      -3.077126375444e+03       2.251395624902e-01       2.251395624586e-01 
       2.693522235635e-02       1.029339201080e-01      -3.094524021724e+03      -3.108053317597e+03       1.049532438443e-01      -1.119819453677e+03      -3.096192342652e+03       2.242235015525e-01       2.242235015212e-01 
       2.707316062972e-02       1.025179902180e-01      -3.113496701385e+03      -3.127219204043e+03       1.045290942243e-01      -1.121390122719e+03      -3.115243862599e+03       2.233101460930e-01       2.233101460620e-01 
       2.721129716313e-02       1.021033778218e-01      -3.132456002727e+03      -3.146372973433e+03       1.041062876029e-01      -1.122924536637e+03      -3.134282962265e+03       2.223996178368e-01       2.223996178060e-01 
       2.734963644469e-02       1.016899630668e-01      -3.151402914082e+03      -3.165515789865e+03       1.036847042935e-01      -1.124425114580e+03      -3.153310783575e+03       2.214919689841e-01       2.214919689536e-01 
       2.748818307870e-02       1.012780086827e-01      -3.170343457104e+03      -3.184653203264e+03       1.032646104906e-01      -1.125894530489e+03      -3.172332935985e+03       2.205875577657e-01       2.205875577355e-01 
       2.762694178911e-02       1.008672685207e-01      -3.189270145449e+03      -3.203778069610e+03       1.028457551768e-01      -1.127331198430e+03      -3.191342248698e+03       2.196858457182e-01       2.196858456882e-01 
       2.776591742315e-02       1.004579300327e-01      -3.208191603515e+03      -3.222898776898e+03       1.024283305598e-01      -1.128738312910e+03      -3.210347121223e+03       2.187873742736e-01       2.187873742439e-01 
       2.790511495509e-02       1.000497385898e-01      -3.227097640998e+03      -3.242005335006e+03       1.020120756612e-01      -1.130113191099e+03      -3.229337567525e+03       2.178914202342e-01       2.178914202048e-01 
       2.804453949007e-02       9.964280567995e-02      -3.245994174252e+03      -3.261103740312e+03       1.015971051370e-01      -1.131458080624e+03      -3.248319553044e+03       2.169983519002e-01       2.169983518710e-01 
       2.818419626817e-02       9.923726248534e-02      -3.264885365444e+03      -3.280197641735e+03       1.011835521137e-01      -1.132774421373e+03      -3.267296796219e+03       2.161083718297e-01       2.161083718009e-01 
       2.832409066860e-02       9.883278249105e-02      -3.283763020509e+03      -3.299279546791e+03       1.007710849492e-01      -1.134059201982e+03      -3.286261716754e+03       2.152209318961e-01       2.152209318675e-01 
       2.846422821403e-02       9.842979377164e-02      -3.302636695821e+03      -3.318358296860e+03       1.003601369998e-01      -1.135315311030e+03      -3.305223238971e+03       2.143365729454e-01       2.143365729171e-01 
       2.860461457508e-02       9.802808211065e-02      -3.321501334686e+03      -3.337429187456e+03       9.995049066221e-02      -1.136540387505e+03      -3.324176614962e+03       2.134549340323e-01       2.134549340042e-01 
       2.874525557507e-02       9.762743955469e-02      -3.340363863149e+03      -3.356498945536e+03       9.954194064384e-02      -1.137736334989e+03      -3.343128579440e+03       2.125763955117e-01       2.125763954839e-01 
       2.888615719482e-02       9.722811353571e-02      -3.359215995659e+03      -3.375559644782e+03       9.913473033215e-02      -1.138899736367e+03      -3.362071172135e+03       2.117003948011e-01       2.117003947736e-01 
       2.902732557775e-02       9.683012228017e-02      -3.378066157840e+03      -3.394619147625e+03       9.872888160831e-02      -1.140031999127e+03      -3.381012312628e+03       2.108273783392e-01       2.108273783119e-01 
       2.916876703517e-02       9.643327027259e-02      -3.396907862379e+03      -3.413671480648e+03       9.832419503079e-02      -1.141130157260e+03      -3.399945962066e+03       2.099569104656e-01       2.099569104385e-01 
       2.931048805169e-02       9.603772009842e-02      -3.415747843883e+03      -3.432723062534e+03       9.792083627367e-02      -1.142195284170e+03      -3.418878562916e+03       2.090893325843e-01       2.090893325574e-01 
       2.945249529100e-02       9.564344456206e-02      -3.434586856617e+03      -3.451774555621e+03       9.751877788346e-02      -1.143226285806e+03      -3.437810783836e+03       2.082246202997e-01       2.082246202731e-01 
       2.959479560174e-02       9.525042020915e-02      -3.453421440818e+03      -3.470822700652e+03       9.711799425368e-02      -1.144221428816e+03      -3.456739341859e+03       2.073625099677e-01       2.073625099413e-01 
       2.973739602368e-02       9.485841880426e-02      -3.472252603729e+03      -3.489868705930e+03       9.671825669975e-02      -1.145178799703e+03      -3.475665399428e+03       2.065030089733e-01       2.065030089472e-01 
       2.988030379420e-02       9.446776400353e-02      -3.491086569401e+03      -3.508918084889e+03       9.631989174408e-02      -1.146100061473e+03      -3.494594562546e+03       2.056463827772e-01       2.056463827514e-01 
       3.002352635492e-02       9.407846010571e-02      -3.509924304164e+03      -3.527972231950e+03       9.592290363546e-02      -1.146984758053e+03      -3.513528149891e+03       2.047926336451e-01       2.047926336195e-01 
       3.016707135876e-02       9.369013833525e-02      -3.528758166923e+03      -3.547023497656e+03       9.552691875060e-02      -1.147828333314e+03      -3.532458529183e+03       2.039412436255e-01       2.039412436001e-01 
       3.031094667714e-02       9.330301819979e-02      -3.547594405796e+03      -3.566078318603e+03       9.513215937764e-02      -1.148632418866e+03      -3.551392084228e+03       2.030925124968e-01       2.030925124717e-01 
       3.045516040763e-02       9.291725128230e-02      -3.566440218450e+03      -3.585143100024e+03       9.473877983996e-02      -1.149398777188e+03      -3.570335321843e+03       2.022467323900e-01       2.022467323651e-01 
       3.059972088186e-02       9.253242379410e-02      -3.585281423211e+03      -3.604204704509e+03       9.434635874612e-02      -1.150121789259e+03      -3.589274978243e+03       2.014030715694e-01       2.014030715447e-01 
       3.074463667375e-02       9.214895207990e-02      -3.604135420050e+03      -3.623279627390e+03       9.395532020085e-02      -1.150807600869e+03      -3.608227639666e+03       2.005623851290e-01       2.005623851046e-01 
       3.088991660818e-02       9.176665632709e-02      -3.622998422777e+03      -3.642364278080e+03       9.356548168471e-02      -1.151454880555e+03      -3.627189695970e+03       1.997243805846e-01       1.997243805603e-01 
       3.103556976999e-02       9.138547525129e-02      -3.641867834736e+03      -3.661456218297e+03       9.317677998123e-02      -1.152061698276e+03      -3.646158686972e+03       1.988888353051e-01       1.988888352811e-01 
       3.118160551339e-02       9.100541012998e-02      -3.660745464970e+03      -3.680557465702e+03       9.278921650601e-02      -1.152629419072e+03      -3.665136594208e+03       1.980557712076e-01       1.980557711838e-01 
