# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       3.230172908009e+13       7.244098340149e-25       1.434818841517e-08       2.251186843271e+21       1.415326394589e+04       4.381580908812e-10       4.571748975792e+17       8.284257717556e-09       2.995588489622e+42       8.400089694933e+31       4.497380422372e+32       6.892990815913e+41       2.297663605304e+41       3.463310090800e-08       1.382954631571e+42       5.067842203318e+42       1.263793128688e-05       8.849170466720e-01 
       3.207718875877e+13       7.345870677728e-25       1.445005182177e-08       2.219998090104e+21       1.415326394589e+04       4.412251975174e-10       4.539969191452e+17       8.342247521577e-09       2.913159549479e+42       8.226128924994e+31       4.404242397732e+32       6.703317925482e+41       2.234439308494e+41       3.463310090800e-08       1.344900177516e+42       4.928391520066e+42       1.271594320840e-05       8.794881077360e-01 
       3.185420929372e+13       7.449072814878e-25       1.455009623896e-08       2.189241437154e+21       1.415326394589e+04       4.443137739000e-10       4.508410319217e+17       8.400643254227e-09       2.832998788093e+42       8.055770777238e+31       4.313033205172e+32       6.518864221661e+41       2.172954740554e+41       3.463310090800e-08       1.307892859384e+42       4.792778070154e+42       1.279395512993e-05       8.741253753724e-01 
       3.163277983487e+13       7.553724838852e-25       1.465195964556e-08       2.158910897950e+21       1.415326394589e+04       4.474239703173e-10       4.477070823453e+17       8.459447757004e-09       2.755043792493e+42       7.888940643543e+31       4.223712899748e+32       6.339486089255e+41       2.113162029752e+41       3.463310090800e-08       1.271903863368e+42       4.660896265287e+42       1.287196705145e-05       8.688276458253e-01 
       3.141288960762e+13       7.659847119112e-25       1.475564204156e-08       2.129000568958e+21       1.415326394589e+04       4.505559381095e-10       4.445949179199e+17       8.518663891302e-09       2.679233867115e+42       7.725565460872e+31       4.136242363750e+32       6.165043864899e+41       2.055014621633e+41       3.463310090800e-08       1.236905168526e+42       4.532643422621e+42       1.294997897298e-05       8.635937443450e-01 
       3.119452791224e+13       7.767460311286e-25       1.485750544816e-08       2.099504628433e+21       1.415326394589e+04       4.537098296763e-10       4.415043872094e+17       8.578294538539e-09       2.605509986540e+42       7.565573679285e+31       4.050583289576e+32       5.995401728312e+41       1.998467242771e+41       3.463310090800e-08       1.202869524961e+42       4.407919684813e+42       1.302799089451e-05       8.584225243196e-01 
       3.097768412337e+13       7.876585361197e-25       1.496118784416e-08       2.070417335291e+21       1.415326394589e+04       4.568857984840e-10       4.384353398306e+17       8.638342600307e-09       2.533814749539e+42       7.408895230592e+31       3.966698162946e+32       5.830427596550e+41       1.943475865517e+41       3.463310090800e-08       1.169770432607e+42       4.286627942272e+42       1.310600281603e-05       8.533128664374e-01 
       3.076234768954e+13       7.987243508935e-25       1.506668922957e-08       2.041733027981e+21       1.415326394589e+04       4.600839990734e-10       4.353876264455e+17       8.698810998507e-09       2.464092334379e+42       7.255461497678e+31       3.884550246483e+32       5.669993021165e+41       1.889997673722e+41       3.463310090800e-08       1.137582120593e+42       4.168673757550e+42       1.318401473756e-05       8.482636778793e-01 
       3.054850813262e+13       8.099456292990e-25       1.517219061498e-08       2.013446123395e+21       1.415326394589e+04       4.633045870669e-10       4.323610987542e+17       8.759702675495e-09       2.396288455362e+42       7.105205284442e+31       3.804103563616e+32       5.513973088197e+41       1.837991029399e+41       3.463310090800e-08       1.106279527180e+42       4.053965291813e+42       1.326202665909e-05       8.432738915395e-01 
       3.033615504729e+13       8.213245554448e-25       1.527769200038e-08       1.985551115770e+21       1.415326394589e+04       4.665477191764e-10       4.293556094878e+17       8.821020594221e-09       2.330350320556e+42       6.958060786378e+31       3.725322882827e+32       5.362246320917e+41       1.787415440306e+41       3.463310090800e-08       1.075838280245e+42       3.942413233335e+42       1.334003858062e-05       8.383424652738e-01 
       3.012527810058e+13       8.328633441240e-25       1.538501237519e-08       1.958042575626e+21       1.415326394589e+04       4.698135532106e-10       4.263710124009e+17       8.882767738379e-09       2.266226590695e+42       6.813963561748e+31       3.648173702222e+32       5.214694585240e+41       1.738231528413e+41       3.463310090800e-08       1.046234678311e+42       3.833930727963e+42       1.341805050214e-05       8.334683811740e-01 
       2.991586703136e+13       8.445642412454e-25       1.549233275000e-08       1.930915148702e+21       1.415326394589e+04       4.731022480831e-10       4.234071622651e+17       8.944947112546e-09       2.203867339202e+42       6.672850503366e+31       3.572622234422e+32       5.071202997755e+41       1.690400999252e+41       3.463310090800e-08       1.017445672087e+42       3.728433311489e+42       1.349606242367e-05       8.286506448673e-01 
       2.970791164981e+13       8.564295242705e-25       1.560147211421e-08       1.904163554920e+21       1.415326394589e+04       4.764139638196e-10       4.204639148611e+17       9.007561742331e-09       2.143224013320e+42       6.534659810955e+31       3.498635391760e+32       4.931659836270e+41       1.643886612090e+41       3.463310090800e-08       9.894488465237e+41       3.625838843886e+42       1.357407434520e-05       8.238882848400e-01 
       2.950140183695e+13       8.684615026567e-25       1.571061147843e-08       1.877782587351e+21       1.415326394589e+04       4.797488615664e-10       4.175411269722e+17       9.070614674526e-09       2.084249396307e+42       6.399330964087e+31       3.426180771799e+32       4.795956452826e+41       1.598652150942e+41       3.463310090800e-08       9.622224033635e+41       3.526067445359e+42       1.365208626672e-05       8.191803517845e-01 
       2.929632754415e+13       8.806625183073e-25       1.582156983204e-08       1.851767111207e+21       1.415326394589e+04       4.831071035973e-10       4.146386563776e+17       9.134108977245e-09       2.026897570672e+42       6.266804695673e+31       3.355226643134e+32       4.663987189109e+41       1.554662396370e+41       3.463310090800e-08       9.357451441654e+41       3.429041434146e+42       1.373009818825e-05       8.145259179682e-01 
       2.909267879260e+13       8.930349460268e-25       1.593070919625e-08       1.826112062837e+21       1.415326394589e+04       4.864888533225e-10       4.117563618447e+17       9.198047740084e-09       1.971123882428e+42       6.137022966012e+31       3.285741931499e+32       4.535649294178e+41       1.511883098059e+41       3.463310090800e-08       9.099964538015e+41       3.334685266037e+42       1.380811010978e-05       8.099240766245e-01 
       2.889044567289e+13       9.055811939833e-25       1.604348653927e-08       1.800812448745e+21       1.415326394589e+04       4.898942752958e-10       4.088941031228e+17       9.262434074262e-09       1.916884906320e+42       6.009928937368e+31       3.217696206157e+32       4.410842844470e+41       1.470280948157e+41       3.463310090800e-08       8.849562844057e+41       3.242925475554e+42       1.388612203131e-05       8.053739413632e-01 
       2.868961834448e+13       9.183037041773e-25       1.615444489289e-08       1.775863344617e+21       1.415326394589e+04       4.933235352228e-10       4.060517409363e+17       9.327271112780e-09       1.864138412017e+42       5.885466949081e+31       3.151059666575e+32       4.289470665994e+41       1.429823555331e+41       3.463310090800e-08       8.606051397646e+41       3.153690618755e+42       1.396413395283e-05       8.008746456021e-01 
       2.849018703523e+13       9.312049529170e-25       1.626904122531e-08       1.751259894362e+21       1.415326394589e+04       4.967767999694e-10       4.032291369774e+17       9.392562010567e-09       1.812843331229e+42       5.763582493188e+31       3.085803129368e+32       4.171438258674e+41       1.390479419558e+41       3.463310090800e-08       8.369240601378e+41       3.066911217601e+42       1.404214587436e-05       7.964253420162e-01 
       2.829214204094e+13       9.442874513003e-25       1.638181856833e-08       1.726997309166e+21       1.415326394589e+04       5.002542375692e-10       4.004261539001e+17       9.458309944639e-09       1.762959725736e+42       5.644222190556e+31       3.021898015522e+32       4.056653722773e+41       1.352217907591e+41       3.463310090800e-08       8.138946074958e+41       2.982519705867e+42       1.412015779589e-05       7.920252020057e-01 
       2.809547372487e+13       9.575537457034e-25       1.649641490076e-08       1.703070866563e+21       1.415326394589e+04       5.037560172322e-10       3.976426553129e+17       9.524518114249e-09       1.714448756285e+42       5.527333767500e+31       2.959316337880e+32       3.945027687337e+41       1.315009229112e+41       3.463310090800e-08       7.914988511641e+41       2.900450376534e+42       1.419816971742e-05       7.876734151823e-01 
       2.790017251725e+13       9.710064182765e-25       1.661283022258e-08       1.679475909511e+21       1.415326394589e+04       5.072823093528e-10       3.948785057725e+17       9.591189741047e-09       1.667272652358e+42       5.412866032889e+31       2.898030688878e+32       3.836473240615e+41       1.278824413538e+41       3.463310090800e-08       7.697193538629e+41       2.820639330626e+42       1.427618163895e-05       7.833691888705e-01 
       2.770622891484e+13       9.846480874466e-25       1.672924554441e-08       1.656207845490e+21       1.415326394589e+04       5.108332855183e-10       3.921335707771e+17       9.658328069232e-09       1.621394682758e+42       5.300768855733e+31       2.838014228548e+32       3.730905862384e+41       1.243635287461e+41       3.463310090800e-08       7.485391581298e+41       2.743024427463e+42       1.435419356047e-05       7.791117476274e-01 
       2.751363348048e+13       9.984814084268e-25       1.684566086624e-08       1.633262145607e+21       1.415326394589e+04       5.144091185169e-10       3.894077167597e+17       9.725936365714e-09       1.576779127011e+42       5.190993143223e+31       2.779240672761e+32       3.628243358147e+41       1.209414452716e+41       3.463310090800e-08       7.279417731173e+41       2.667545236273e+42       1.443220548200e-05       7.749003327761e-01 
       2.732237684258e+13       1.012509073734e-24       1.696389517747e-08       1.610634343713e+21       1.415326394589e+04       5.180099823465e-10       3.867008110822e+17       9.794017920271e-09       1.533391247558e+42       5.083490819231e+31       2.721684281718e+32       3.528405795135e+41       1.176135265045e+41       3.463310090800e-08       7.079111617528e+41       2.594142989148e+42       1.451021740353e-05       7.707342019555e-01 
       2.713244969472e+13       1.026733813710e-24       1.708212948870e-08       1.588320035534e+21       1.415326394589e+04       5.216360522229e-10       3.840127220280e+17       9.862576045711e-09       1.491197262704e+42       4.978214803259e+31       2.665319848673e+32       3.431315440070e+41       1.143771813357e+41       3.463310090800e-08       6.884317282524e+41       2.522760535280e+42       1.458822932506e-05       7.666126286838e-01 
       2.694384279515e+13       1.041158397059e-24       1.720218278933e-08       1.566314877817e+21       1.415326394589e+04       5.252875045885e-10       3.813433187964e+17       9.931614078028e-09       1.450164320318e+42       4.875118989815e+31       2.610122688899e+32       3.336896698644e+41       1.112298899548e+41       3.463310090800e-08       6.694883059777e+41       2.453342296470e+42       1.466624124659e-05       7.625349019362e-01 
       2.675654696639e+13       1.055785631379e-24       1.732223608997e-08       1.544614587478e+21       1.415326394589e+04       5.289645171206e-10       3.786924714959e+17       1.000113537657e-08       1.410260472253e+42       4.774158228227e+31       2.556068628873e+32       3.245076056661e+41       1.081692018887e+41       3.463310090800e-08       6.510661456273e+41       2.385834223849e+42       1.474425316812e-05       7.585003257363e-01 
       2.657055309472e+13       1.070618363714e-24       1.744410838000e-08       1.523214940776e+21       1.415326394589e+04       5.326672687404e-10       3.760600511379e+17       1.007114332421e-08       1.371454649472e+42       4.675288302862e+31       2.503133995691e+32       3.155782022798e+41       1.051927340933e+41       3.463310090800e-08       6.331509037533e+41       2.320183755802e+42       1.482226508964e-05       7.545082187595e-01 
       2.638585212982e+13       1.085659481105e-24       1.756598067004e-08       1.502111772485e+21       1.415326394589e+04       5.363959396216e-10       3.734459296305e+17       1.014164132747e-08       1.333716637859e+42       4.578465913770e+31       2.451295606702e+32       3.068945072943e+41       1.022981690981e+41       3.463310090800e-08       6.157286315929e+41       2.256339777037e+42       1.490027701117e-05       7.505579139500e-01 
       2.620243508423e+13       1.100911911155e-24       1.768967194948e-08       1.481300975086e+21       1.415326394589e+04       5.401507111990e-10       3.708499797721e+17       1.021263281676e-08       1.297017054692e+42       4.483648657714e+31       2.400530759351e+32       2.984497596064e+41       9.948325320213e+40       3.463310090800e-08       5.987857642087e+41       2.194252578792e+42       1.497828893270e-05       7.466487581490e-01 
       2.602029303300e+13       1.116378622594e-24       1.781336322892e-08       1.460778497969e+21       1.415326394589e+04       5.439317661773e-10       3.682720752454e+17       1.028412124648e-08       1.261327325767e+42       4.390795009603e+31       2.350817221244e+32       2.902373841565e+41       9.674579471883e+40       3.463310090800e-08       5.823091099262e+41       2.133873820129e+42       1.505630085423e-05       7.427801117345e-01 
       2.583941711320e+13       1.132062625863e-24       1.793705450837e-08       1.440540346640e+21       1.415326394589e+04       5.477392885406e-10       3.657120906111e+17       1.035611009520e-08       1.226619663150e+42       4.299864304306e+31       2.302133220400e+32       2.822509868097e+41       9.408366226989e+40       3.463310090800e-08       5.662858400636e+41       2.075156490297e+42       1.513431277576e-05       7.389513482727e-01 
       2.565979852354e+13       1.147966973693e-24       1.806256477721e-08       1.420582581947e+21       1.415326394589e+04       5.515734635604e-10       3.631699013020e+17       1.042860286586e-08       1.192867043543e+42       4.210816718843e+31       2.254457435728e+32       2.744843493768e+41       9.149478312561e+40       3.463310090800e-08       5.507034789430e+41       2.018054872130e+42       1.521232469729e-05       7.351618541799e-01 
       2.548142852387e+13       1.164094761706e-24       1.818989403546e-08       1.400901319312e+21       1.415326394589e+04       5.554344778053e-10       3.606453836167e+17       1.050160308592e-08       1.160043187239e+42       4.123613254941e+31       2.207768987681e+32       2.669314247735e+41       8.897714159116e+40       3.463310090800e-08       5.355498941768e+41       1.962524506451e+42       1.529033661882e-05       7.314110283940e-01 
       2.530429843483e+13       1.180449129013e-24       1.831722329371e-08       1.381492727978e+21       1.415326394589e+04       5.593225191499e-10       3.581384147137e+17       1.057511430752e-08       1.128122537665e+42       4.038215721961e+31       2.162047429115e+32       2.595863323113e+41       8.652877743711e+40       3.463310090800e-08       5.208132872219e+41       1.908522157455e+42       1.536834854035e-05       7.276982820579e-01 
       2.512839963737e+13       1.197033258826e-24       1.844455255195e-08       1.362353030256e+21       1.415326394589e+04       5.632377767840e-10       3.556488726054e+17       1.064914010767e-08       1.097080241484e+42       3.954586720166e+31       2.117272736335e+32       2.524433531198e+41       8.414778437326e+40       3.463310090800e-08       5.064821841927e+41       1.856005779048e+42       1.544636046188e-05       7.240230382099e-01 
       2.495372357236e+13       1.213850379079e-24       1.857370079961e-08       1.343478500799e+21       1.415326394589e+04       5.671804412214e-10       3.531766361524e+17       1.072368408842e-08       1.066892129242e+42       3.872689624348e+31       2.073425300324e+32       2.454969256930e+41       8.183230856433e+40       3.463310090800e-08       4.925454269283e+41       1.804934482109e+42       1.552437238341e-05       7.203847314861e-01 
       2.478026174018e+13       1.230903763054e-24       1.870466803666e-08       1.324865465870e+21       1.415326394589e+04       5.711507043100e-10       3.507215850570e+17       1.079874987704e-08       1.037534696549e+42       3.792488567781e+31       2.030485918156e+32       2.387416415599e+41       7.958054718665e+40       3.463310090800e-08       4.789921643041e+41       1.755268502654e+42       1.560238430494e-05       7.167828078295e-01 
       2.460800570028e+13       1.248196730021e-24       1.883563527372e-08       1.306510302629e+21       1.415326394589e+04       5.751487592402e-10       3.482835998579e+17       1.087434112617e-08       1.008985085782e+42       3.713948426521e+31       1.988435784586e+32       2.321722410733e+41       7.739074702442e+40       3.463310090800e-08       4.658118437838e+41       1.706969170875e+42       1.568039622647e-05       7.132167242093e-01 
       2.443694707078e+13       1.265732645881e-24       1.896660251077e-08       1.288409438429e+21       1.415326394589e+04       5.791748005548e-10       3.458625619245e+17       1.095046151405e-08       9.812210682846e+41       3.637034804018e+31       1.947256483814e+32       2.257836093141e+41       7.526120310470e+40       3.463310090800e-08       4.529942032027e+41       1.659998881032e+42       1.575840814800e-05       7.096859483478e-01 
       2.426707752808e+13       1.283514923822e-24       1.909938873723e-08       1.270559350120e+21       1.415326394589e+04       5.832290241587e-10       3.434583534503e+17       1.102711474465e-08       9.542210270625e+41       3.561714016052e+31       1.906929981420e+32       2.195707721097e+41       7.319025736991e+40       3.463310090800e-08       4.405292627778e+41       1.614321062176e+42       1.583642006953e-05       7.061899584553e-01 
       2.409838880644e+13       1.301547024987e-24       1.923399395309e-08       1.252956563362e+21       1.415326394589e+04       5.873116273278e-10       3.410708574482e+17       1.110430454786e-08       9.279639399510e+41       3.487953075986e+31       1.867438616466e+32       2.135288921606e+41       7.117629738687e+40       3.463310090800e-08       4.284073173376e+41       1.569900149671e+42       1.591443199106e-05       7.027282429736e-01 
       2.393087269756e+13       1.319832459140e-24       1.936859916896e-08       1.235597651950e+21       1.415326394589e+04       5.914228087191e-10       3.386999577440e+17       1.118203467969e-08       9.024293632474e+41       3.415719680315e+31       1.828765093762e+32       2.076532652741e+41       6.921775509137e+40       3.463310090800e-08       4.166189287657e+41       1.526701557504e+42       1.599244391259e-05       6.993003003258e-01 
       2.376452105020e+13       1.338374785358e-24       1.950320438482e-08       1.218479237148e+21       1.415326394589e+04       5.955627683801e-10       3.363455389712e+17       1.126030892244e-08       8.775974157942e+41       3.344982194519e+31       1.790892476289e+32       2.019393167017e+41       6.731310556725e+40       3.463310090800e-08       4.051549186520e+41       1.484691651360e+42       1.607045583412e-05       6.959056386746e-01 
       2.359932576982e+13       1.357177612717e-24       1.963962859008e-08       1.201597987029e+21       1.415326394589e+04       5.997317077588e-10       3.340074865652e+17       1.133913108490e-08       8.534487634989e+41       3.275709639210e+31       1.753804177787e+32       1.963825975774e+41       6.546086585915e+40       3.463310090800e-08       3.940063611470e+41       1.443837722431e+42       1.614846775565e-05       6.925437756868e-01 
       2.343527881809e+13       1.376244600998e-24       1.977787178475e-08       1.184950615828e+21       1.415326394589e+04       6.039298297131e-10       3.316856867579e+17       1.141850500249e-08       8.299646042812e+41       3.207871676565e+31       1.717483955483e+32       1.909787814536e+41       6.365959381786e+40       3.463310090800e-08       3.831645760115e+41       1.404107961950e+42       1.622647967718e-05       6.892142383046e-01 
       2.327237221260e+13       1.395579461397e-24       1.991611497942e-08       1.168533883302e+21       1.415326394589e+04       6.081573385211e-10       3.293800265719e+17       1.149843453750e-08       8.071266534333e+41       3.141438597040e+31       1.681915902986e+32       1.857236609324e+41       6.190788697745e+40       3.463310090800e-08       3.726211218588e+41       1.365471436424e+42       1.630449159871e-05       6.859165625241e-01 
       2.311059802642e+13       1.415185957250e-24       2.005617716350e-08       1.152344594100e+21       1.415326394589e+04       6.124144398907e-10       3.270903938152e+17       1.157892357926e-08       7.849171293836e+41       3.076381306356e+31       1.647084443313e+32       1.806131443901e+41       6.020438146337e+40       3.463310090800e-08       3.623677895817e+41       1.327898063551e+42       1.638250352024e-05       6.826502931797e-01 
       2.294994838770e+13       1.435067904763e-24       2.019623934757e-08       1.136379597140e+21       1.415326394589e+04       6.167013409700e-10       3.248166770756e+17       1.165997604431e-08       7.633187398522e+41       3.012671312759e+31       1.612974322074e+32       1.756432527914e+41       5.854775093045e+40       3.463310090800e-08       3.523965959613e+41       1.291358588796e+42       1.646051544177e-05       6.794149837343e-01 
       2.279041547935e+13       1.455229173756e-24       2.033630153164e-08       1.120635784997e+21       1.415326394589e+04       6.210182503567e-10       3.225587657156e+17       1.174159587662e-08       7.423146683868e+41       2.950280714542e+31       1.579570600786e+32       1.708101165909e+41       5.693670553031e+40       3.463310090800e-08       3.426997774512e+41       1.255824562616e+42       1.653852736330e-05       6.762101960761e-01 
       2.263199153858e+13       1.475673688418e-24       2.048000169452e-08       1.105110093297e+21       1.415326394589e+04       6.253653781092e-10       3.203165498666e+17       1.182378704775e-08       7.218885612699e+41       2.889182187827e+31       1.546858650335e+32       1.661099727211e+41       5.536999090702e+40       3.463310090800e-08       3.332697841326e+41       1.221268318307e+42       1.661653928484e-05       6.730355003208e-01 
       2.247466885658e+13       1.496405428066e-24       2.062188286800e-08       1.089799500120e+21       1.415326394589e+04       6.297429357560e-10       3.180899204236e+17       1.190655355708e-08       7.020245147853e+41       2.829348974594e+31       1.514824144565e+32       1.615391616614e+41       5.384638722047e+40       3.463310090800e-08       3.240992738363e+41       1.187662950463e+42       1.669455120637e-05       6.698904746193e-01 
       2.231843977813e+13       1.517428427924e-24       2.076740202028e-08       1.074701025415e+21       1.415326394589e+04       6.341511363063e-10       3.158787690403e+17       1.198989943198e-08       6.827070628362e+41       2.770754870969e+31       1.483453054008e+32       1.570941245899e+41       5.236470819665e+40       3.463310090800e-08       3.151811064259e+41       1.154982294028e+42       1.677256312790e-05       6.667747049709e-01 
       2.216329670122e+13       1.538746779908e-24       2.091292117257e-08       1.059811730415e+21       1.415326394589e+04       6.385901942604e-10       3.136829881234e+17       1.207382872800e-08       6.639211649025e+41       2.713374215741e+31       1.452731639735e+32       1.527714006119e+41       5.092380020396e+40       3.463310090800e-08       3.065083382384e+41       1.123200903925e+42       1.685057504943e-05       6.636877850415e-01 
       2.200923207669e+13       1.560364633418e-24       2.105844032485e-08       1.045128717069e+21       1.415326394589e+04       6.430603256202e-10       3.115024708276e+17       1.215834552909e-08       6.456521943311e+41       2.657181879130e+31       1.422646447346e+32       1.485676240651e+41       4.952254135503e+40       3.463310090800e-08       2.980742166782e+41       1.092294035243e+42       1.692858697096e-05       6.606293159870e-01 
       2.185623840783e+13       1.582286196152e-24       2.120577846654e-08       1.030649127478e+21       1.415326394589e+04       6.475617478996e-10       3.093371110503e+17       1.224345394779e-08       6.278859269470e+41       2.602153251776e+31       1.393184301069e+32       1.444795218997e+41       4.815984063322e+40       3.463310090800e-08       2.898721749593e+41       1.062237623971e+42       1.700659889249e-05       6.575989062816e-01 
       2.170430825008e+13       1.604515734921e-24       2.135493559763e-08       1.016370143335e+21       1.415326394589e+04       6.520946801349e-10       3.071868034263e+17       1.232915812542e-08       6.106085299788e+41       2.548264233966e+31       1.364332297997e+32       1.405039111294e+41       4.683463704315e+40       3.463310090800e-08       2.818958269925e+41       1.033008268263e+42       1.708461081403e-05       6.545961715507e-01 
       2.155343421061e+13       1.627057576481e-24       2.150409272872e-08       1.002288985380e+21       1.415326394589e+04       6.566593428958e-10       3.050514433230e+17       1.241546223230e-08       5.938065512883e+41       2.495491225075e+31       1.336077802434e+32       1.366376963538e+41       4.554589878460e+40       3.463310090800e-08       2.741389624131e+41       1.004583210214e+42       1.716262273556e-05       6.516207344083e-01 
       2.140360894797e+13       1.649916108372e-24       2.165506884921e-08       9.884029128577e+20       1.415326394589e+04       6.612559582961e-10       3.029309268352e+17       1.250237046792e-08       5.774669088969e+41       2.443811113237e+31       1.308408440362e+32       1.328778673476e+41       4.429262244920e+40       3.463310090800e-08       2.665955417458e+41       9.769403181455e+41       1.724063465709e-05       6.486722242989e-01 
       2.125482517177e+13       1.673095779778e-24       2.180604496971e-08       9.747092229845e+20       1.415326394589e+04       6.658847500041e-10       3.008251507797e+17       1.258988706119e-08       5.615768807997e+41       2.393201265213e+31       1.281312094020e+32       1.292214967173e+41       4.307383223911e+40       3.463310090800e-08       2.592596917020e+41       9.500580693711e+41       1.731864657862e-05       6.457502773436e-01 
       2.110707564227e+13       1.696601102388e-24       2.195884007961e-08       9.612052504219e+20       1.415326394589e+04       6.705459432542e-10       2.987340126909e+17       1.267801627061e-08       5.461240950605e+41       2.343639516490e+31       1.254776896599e+32       1.256657376219e+41       4.188857920731e+40       3.463310090800e-08       2.521257006072e+41       9.239155334386e+41       1.739665850016e-05       6.428545361906e-01 
       2.096035317008e+13       1.720436651274e-24       2.211345417891e-08       9.478883667578e+20       1.415326394589e+04       6.752397648569e-10       2.966574108152e+17       1.276676238450e-08       5.310965201790e+41       2.295104161564e+31       1.228791227045e+32       1.222078215563e+41       4.073594051876e+40       3.463310090800e-08       2.451880139537e+41       8.984923558348e+41       1.747467042169e-05       6.399846498694e-01 
       2.081465061577e+13       1.744607065788e-24       2.226806827821e-08       9.347559799954e+20       1.415326394589e+04       6.799664432109e-10       2.945952441064e+17       1.285612972119e-08       5.164824557228e+41       2.247573944443e+31       1.203343704969e+32       1.188450561955e+41       3.961501873184e+40       3.463310090800e-08       2.384412300761e+41       8.737687421372e+41       1.755268234322e-05       6.371402736488e-01 
       2.066996088955e+13       1.769117050454e-24       2.242268237751e-08       9.218055340481e+20       1.415326394589e+04       6.847262083134e-10       2.925474122209e+17       1.294612262924e-08       5.022705232177e+41       2.201028049331e+31       1.178423185663e+32       1.155748232989e+41       3.852494109965e+40       3.463310090800e-08       2.318800959452e+41       8.497254426017e+41       1.763069426476e-05       6.343210688992e-01 
       2.052627695089e+13       1.793971375895e-24       2.258093445562e-08       9.090345082423e+20       1.415326394588e+04       6.895192917716e-10       2.905138155123e+17       1.303674548764e-08       4.884496572887e+41       2.155446091516e+31       1.154018755218e+32       1.123945766714e+41       3.746485889046e+40       3.463310090800e-08       2.254995030783e+41       8.263437371754e+41       1.770870618629e-05       6.315267029580e-01 
       2.038359180823e+13       1.819174879755e-24       2.273918653373e-08       8.964404168268e+20       1.415326394588e+04       6.943459268140e-10       2.884943550271e+17       1.312800270605e-08       4.750090970440e+41       2.110808108440e+31       1.130119725746e+32       1.093018401807e+41       3.643394672692e+40       3.463310090800e-08       2.192944835619e+41       8.036054209207e+41       1.778671810782e-05       6.287568489987e-01 
       2.024189851860e+13       1.844732467639e-24       2.289743861184e-08       8.840208084889e+20       1.415326394588e+04       6.992063483017e-10       2.864889324996e+17       1.321989872498e-08       4.619383776968e+41       2.067094550957e+31       1.106715630700e+32       1.062942058301e+41       3.543140194337e+40       3.463310090800e-08       2.132602061831e+41       7.814927898414e+41       1.786473002936e-05       6.260111859038e-01 
       2.010119018729e+13       1.870649114077e-24       2.305750967935e-08       8.717732658771e+20       1.415326394588e+04       7.041007927398e-10       2.844974503472e+17       1.331243801605e-08       4.492273224179e+41       2.024286274774e+31       1.083796220288e+32       1.033693318829e+41       3.445644396097e+40       3.463310090800e-08       2.073919726686e+41       7.599886270981e+41       1.794274195089e-05       6.232893981401e-01 
       1.996145996752e+13       1.896929863480e-24       2.321939973626e-08       8.596954051309e+20       1.415326394588e+04       7.090294982889e-10       2.825198116655e+17       1.340562508216e-08       4.368660344111e+41       1.982364532064e+31       1.061351456983e+32       1.005249410396e+41       3.350831367985e+40       3.463310090800e-08       2.016852140266e+41       7.390761896033e+41       1.802075387243e-05       6.205911756384e-01 
       1.982270106010e+13       1.923579831131e-24       2.338128979318e-08       8.477848754167e+20       1.415326394588e+04       7.139927047770e-10       2.805559202239e+17       1.349946445773e-08       4.248448892086e+41       1.941310963254e+31       1.039371511133e+32       9.775881866445e+40       3.258627288815e+40       3.463310090800e-08       1.961354869889e+41       7.187391949854e+41       1.809876579396e-05       6.179162136756e-01 
       1.968490671310e+13       1.950604204178e-24       2.354499883950e-08       8.360393584701e+20       1.415326394588e+04       7.189906537104e-10       2.786056804607e+17       1.359396070893e-08       4.131545271767e+41       1.901107588990e+31       1.017846756649e+32       9.506881106160e+40       3.168960368720e+40       3.463310090800e-08       1.907384705520e+41       6.989618089111e+41       1.817677771550e-05       6.152642127596e-01 
       1.954807022155e+13       1.978008242641e-24       2.371052687522e-08       8.244565681447e+20       1.415326394588e+04       7.240235882864e-10       2.766689974783e+17       1.368911843389e-08       4.017858462286e+41       1.861736802257e+31       9.967677667931e+31       9.245282379781e+40       3.081760793260e+40       3.463310090800e-08       1.854899626123e+41       6.797286327570e+41       1.825478963703e-05       6.126348785182e-01 
       1.941218492706e+13       2.005797280441e-24       2.387605491094e-08       8.130342499674e+20       1.415326394588e+04       7.290917534044e-10       2.747457770391e+17       1.378494226292e-08       3.907299947378e+41       1.823181360671e+31       9.761253100504e+31       8.990882007193e+40       2.996960669064e+40       3.463310090800e-08       1.803858766945e+41       6.610246916201e+41       1.833280155857e-05       6.100279215895e-01 
       1.927724421754e+13       2.033976726433e-24       2.404340193607e-08       8.017701806993e+20       1.415326394588e+04       7.341953956782e-10       2.728359255601e+17       1.388143685876e-08       3.799783646459e+41       1.785424378930e+31       9.559103460845e+31       8.743481912899e+40       2.914493970966e+40       3.463310090800e-08       1.754222387703e+41       6.428354226586e+41       1.841081348010e-05       6.074430575161e-01 
